comment,label
Vẫn nhiều người sính ngoại phết nhỉ,neutral
Nhất định sẽ mua ủng hộ Bphone.,positive
"Đơn giản vì 86 là phát lộc, trong các cặp số thì 86 và 68 đẹp nhất trong 100 cặp từ 00 đến 99 ! kk!",positive
Không hiểu gì luôn,neutral
"Chỉ có 40,60,86 người mua dùng chăng? Tự hào hàng Việt mà chưa bao giờ tự hào về giá! Cao quá so với cấu hình trong phân khúc!",negative
"giá tiệm cận cao cấp của một sản phẩm tầm trung cấp, các bạn đừng lôi lòng yêu nước này nọ vào đây nhé",negative
rất đáng khen tâm huyêt của bác ấy. nhung không vì tâm huyết của bác ấy mà bỏ số tiền ra mua cái bực mình cho minh.,neutral
"Hàng vừa xấu cấu tạo thì yếu mà giá thì tận mây xanh, đúng là ảo tưởng !",negative
"Bphone đang ngày càng tốt lên rất nhiều. Chúc anh và cộng sự thành công, tin tưởng con đường mình đã chọn",positive
"Tôi đang xài Bphone 3 đây, túy giá hơi chat tí so với thị trường nhưng công bằng mà nói thì nó xài tốt thật!",positive
"Mình thích nhất thiết kế Bphone đời đầu, Không biết khi nào mới đc cầm lại trên tay mẫu nào như vậy.",positive
bkav nên sản xuất phụ kiện giá rẻ thì hay hơn,neutral
B86 và hình nền năm này là con hổ .rất ý nghĩa với những người sinh năm 1986,positive
Chưa bao giờ được nhìn thấy thực tế sản phẩm này. Hàng hiếm thật sự.,neutral
"Dẹp ông Bphone ra đi, chụp hình siêu rộng nó công như bán đảo, chip đời cũ, cảm ứng vân tay bên ngoài, màn hình LCD, pin thì cùi, chơi game thì nóng, giá thì trên mây. Mua con oppo reno 3 giá hiện tại rẻ hơn nhiều lại cân bằng hơn. Có ai mua con Bphone vào điểm danh thật lòng cái nào. Mình mua con Vsmart rồi không có cơ hội sử dụng con Bphone",negative
Thiết kế của B86 đẹp và ấn tượng hơn cả!,positive
Nói về chụp hình thì riêng chế độ chụp: đóng băng khoảnh khắc của Bphone B86 là đủ để ăn đứt các mẫu còn lại.,positive
Samsung giá rẻ cấu hình mạnh pin trâu.chúc a e nhiều niềm vui ạ.,positive
Thời đại này giá 9.000.000 còn dùng ram 4g setup app va lướt mua online la hết ram.,negative
"Nếu bây giờ mình phải mua điện thoại với giá tiền này và phải chọn một trong các thương hiệu ở trên, thì chắc chắn mình sẽ chọn Bphone!",positive
"Bphone cấu hình kém, giá vân cao, khó cạnh tranh",negative
Ngoài cái camera thì Bphone chả có gì xứng đáng cho mức giá 10tr!,negative
Chụp thì đẹp nhưng cái chán rô của B86 nhìn đã thấy chán thêm cấu hình nữa nản luôn .,negative
Camera sau của B86/B86S chỉ có 12MP + 5MP thôi nhé.,neutral
Chỉ có thể là Bphone,positive
Ôi Bphone đứng ở vị trí đầu tiên sao! Chắc phải mua 1 cái thử thôi,positive
Nếu so sánh Bphone với những hãng còn lại thì Bphone cần phải cố gắng rất nhiều.,neutral
"Cấu hình thấp, xấu, mắc, ""vẽ"" mấy tính năng đâu đâu không cần dùng tới.... Đó chính là  Bphone. May mắn thay Việt Nam còn có Vsmart.",negative
"Điện thoại sau này, chắc giống trái thơm. Toàn mắt, đầy mắt",neutral
Nhiều người nói Bphone đẳng cấp...nghe thật buồn cười,neutral
"Ủng hộ Vsmart, giá tốt và chất lượng ổn, Pin trâu!!!",positive
"Dung lượng pin thấp quá, ko biết dùng được bao lâu",negative
Thiết kế xấu quá. Các cạnh nhìn thô. Nhất là cụm camera kia kia. Giá lại cao. Cộng thêm việc xem cái màn ra mắt chán quá nên thôi ko xuống tay được vs Bphone.,negative
Trong 6 chiêc này b86 là dáng mua,positive
Các bạn vẫn mãi nghèo nghèo nữa nghèo mãi thôi khi cứ chê bai hàng Việt Nam,negative
Không hiểu nổi bphone,negative
Bphone đẹp quá. Trông khác hẳn mấy model kia,positive
"Cái 125 rất ok, điện thoại nút bấm nên loại bỏ camera để giảm chi phí, rất không cần thiết.",positive
"Thời đại nào rồi còn chỉ dùng 2g, sắp tới cả thế giới ngừng phát sóng 2g thì đem bỏ à",negative
"Nokia cứ ăn bám vào quá khứ, mòn mỏi ở tương lai",negative
"Hồi tưởng lại những giây phút huy hoàng trong quá khứ, cũng cảnh báo cho bao nhiêu hãng một điều rằng, đừng ngủ quên trên chiến thắng, đừng coi mình là tượng đài...",neutral
Làm máy phụ nên có mục phát wifi để tiết kiệm pin cho những smartphone màn hình lớn.,neutral
Nokia vang bóng một thời giờ vẫn giữ vững danh hiệu Vua cục gạch ),neutral
"Cục gạch Nokia bây giờ nhanh hỏng lắm, nhất là pin dùng không bao lâu là phù pin hết. Không tin thì dùng thử sẽ biết.",negative
Tích hợp thêm chức năn bật nửa hút thuốc nữa thì ngon,neutral
"Điện thoại cục gạch mình vẫn thích dùng đt màn hình trắng đen thôi. Nhớ cái màn hình đen trắng, của SAMSUNG và NOKIA.",neutral
Cục gạch 150 ok.,neutral
"Đã xài một số cục gạch sau khi nokia die nhưng thực sự thì chỉ còn cái tên chứ chất lượng thì tệ.105 và 205 , 230",negative
Giờ ngại dùng cục gạch chỗ bất tiện đồng bộ danh bạ.,negative
"Cục gạch bây giờ chỉ dùng được tầm 2 năm là hỏng, không giống ngày xưa nữa.",negative
Một hãng danh tiếng năm nào giờ phải vơ bèo gạt tép để sống lay lắt qua ngày.,neutral
Chờ nhất là chức năng đồng bộ danh bạ qua tài khoản GG mà vẫn không có. haha,negative
Đã là cục gạch đàm thoại ko cần camera.. đèn pin và hổ trở 3g là đủ... tăng pin và chất lượng thoại và phím để nhắn tin,neutral
Còn ai xài 515 ko?,neutral
Không thể tưởng tượng nổi đây là sản phẩm mới ra của hãng điện thoại vang bóng một thời!,neutral
"vẫn đang dùng con 105 2017 2 sim, máy chính.",neutral
"Sao ko làm màn hình trắng đen và bỏ luôn camera nhỉ , màn hình màu thì ko có nét, camera thêm thì hao pin thêm",neutral
"nếu NOKIA làm được cái điện thoại 6300 và 6500 đúng nguyên bản ngày xưa, tôi tin chắc hãng NOKIA sẽ đc hồi sinh từ đây",neutral
"VN sắp tắt sóng 2 G , mua về chỉ có nước nghe RADIO mỗi ngày . Nghe radio thì smartphone vẫn làm tốt .",neutral
Cho tôi ko lấy,negative
sao không hồi phục lại con 8800 nhỉ,neutral
Tất cả vẫn thua con Nokia 1280 huyền thoại của em hết,neutral
Máy đẹp giá tốt,positive
"Như vậy thì flagship apple không có đối thủ, đối thủ của samsung là các hãng điện thoại trung quốc thôi. Chứ sam chưa ngồi cùng mâm với táo được.",neutral
Ôi siêu cấp vũ trụ thiên hà 20 đâu?,neutral
"""Samsung, Xiaomi chiếm 7 vị trí trong Top 10 smartphone bán chạy đầu năm nay, nhưng hầu hết là sản phẩm giá rẻ"". Ôi ! Một sự thật quá phũ phàng !!!",negative
Chắc tổng số tiền của Top 10 thì Apple chiếm tới 80%.,neutral
"Lại iphone, mà công nhận nó đẹp, nhìn sang chảnh! Mai đi mua!",positive
"Chê mặc chê, bộ ba Ip mới nhất vẫn nằm top, trong đó top1 vẫn là ip.",positive
Chê iPhone11 thực chất chỉ là không có nhiều tiền và GATO,neutral
"Tiếc nhỉ, bộ 3 iPhone 11 không em nào lọt khỏi top 10, iPhone 11 Pro cuối cùng cũng chen vào top cùng với anh em mình, đỉnh thật.",positive
Thế mới thấy phân khúc cao cấp apple được chuộng đến thế nào.,positive
Huawei và các thánh cuồng đâu,neutral
K có ip và Apple thì thế giới như đang ở 1000 năm trước,positive
"Iphone 11 bán 18 triệu chiếc giá trung bình 20 triệu/chiếc. Mì xào nốt bán 9 triệu chiếc giá 3,5 triệu/chiếc. Nếu so tổng giá trị thì thật khủng khiếp: gần 14 lần!",positive
"Xài iphone và hàng Apple vẫn sướng nhất, k hãng android nào đc",positive
"Samsung đóng góp cho Việt Nam rất nhiều, các bạn không dùng thì thôi cũng không nên dè bỉu chê bai.",positive
May mà SE mới ra nên chưa thống kê đc =)),neutral
"Cũng không bất ngờ lắm. Đang dùng note để làm việc, thấy cũng tệ sau hơn 1 năm dùng",negative
Tòan dòng A không nhỉ???,neutral
"Đây là danh sách dựa trên hàng chính hãng nhé, còn hầu hết mua Xiaomi sẽ là xách tay nên là thưa các ""ông hoàng công nghệ"" a",neutral
"Tóm lại, không có gì thay đổi vẫn phải dùng ip dài dài...",positive
Thế nào mà bộ ba cao cấp nhất của Apple lại nằm top ten thế này. !?,neutral
Tôi mua note8 5tr thôi mấy ông ạ,neutral
Mới chuyển từ lg. Samsung. Nokia. Blackberry. Sang redmi not 8. Ngon. Bổ rẻ. Dùng rất ok. Chẳng thua kém đối thủ nào,positive
Không phải fan iphone nên cũng không quan tâm lắm !,neutral
"Đọc bình luận của mấy anh chị em ,tôi thật sự mắc cười vs mấy anh chị em . Quá mắc cười , cười tới sặc nước mũi kakakaka",neutral
"Sao không có cái nào của Huawei vậy nhỉ, mấy cái sản phẩm mới ra mà không có cái nào lọt top nhỉ",neutral
Em dùng nokia N8 từ năm 2011 tới tới giờ chưa thay cái gì.,neutral
Đang xài IPx 2 năm đến giờ chả chê cái gì được ngoài PIN bị xuống nhưng chấp nhận được,neutral
"Có lẽ mình nhìn nhầm.Bphone cái gì cũng thua,chỉ có cái giá là hơn.",negative
"Mắc hơn Samsung nhưng cấu hình, tính năng và thương hiệu thua toàn diện. Giảm giá 2 triệu có lẽ sẽ dễ thành công hơn.",negative
"Tôi yêu hàng Việt Nam, nhưng tới tận hôm nay vẫn không yêu nổi cái 'trán' của Bphone, con chip của Bphone.",negative
Không thể tin được! Giá này mà bán được chắc chỉ là Fan cứng.,negative
"Theo cá nhân tôi thì Bphone cái viền trên nó thô quá, cấu hình thua kém và thiết kế cũng thua.",negative
Công nghệ và cấu hình của 2017 bán giá 2020 :v,neutral
"chưa nói cấu hình, ra mắt sau mà k lên nổi android10 như ss thì chả còn gì mà nói",negative
Ngoài những công nghệ tự quảng cáo và giá còn lại Bphone thua toàn diện!,negative
Samsung đã đắt hơn hàng TQ mà Bphone còn đắt hơn.,negative
Quá khó cho hàng Việt để cạnh tranh với cấu hình & cái màn hình với cái trán rô đó !,negative
"Tôi ủng hộ hàng Việt, nhưng không thể chấp nhận được với cái giá của BPHONE và tôi vẫn sẽ trung thành với thương hiệu Vi sờ mát.",negative
Bphone hơn được cái chống nước.còn lại thua hết.mà cái chống nước mấy khi xài tới,negative
Nhìn như này BP ko có cửa,negative
"Nhìn vào Bảng này, có thể thấy Bphone định vị và cạnh tranh trên thị trường dựa vào lòng yêu nước, tinh thần dân tộc, của người VN là chính.",neutral
Comment DạoA71 ngon hơn tất cả,neutral
Ôi thôi! Lại một quả Bom xịt!,negative
"Pin thua, chip thua, ram thua, giá không có tính cạnh tranh. Giảm 50% may ra, thật sự không hiểu BKAV muốn gì với cái điện thoại này.",negative
Samsung A71 thắng toàn tập !,positive
BPhone nên giảm giá. Thân ái.,negative
Vinsmart và Bphone cùng là hàng Việt sao khác nhau quá!Khó hiểu cho anh Bphone.,negative
Thua toàn diện,negative
Thật không thể tin được.!!!,negative
"Cạnh tranh với các đối thủ bằng ""chất""!",positive
"Giá này thật sự làm bản thân tôi buồn , điện thoại đang sài bị lỗi ráng chờ Bphone sài ủng hộ và trãi nghiệm NHƯNG ĐÀNH LỖI HẸN .",neutral
"Nhìn BPhone quá đẹp và đẳng cấp, bây giờ ra đường cầm chiếc iphone nta ko chú ý bằng cầm chiếc Bphone, ko phải do sang chảnh mà do trí tò mò,",positive
B86 giá 6.8 thì vừa. Dễ thành công.,positive
Các mẫu điện thoại của Bphone thua toàn tập về cấu hình và điểm hiệu năng. Thiết kế không thể so sáng bằng được hai đối thủ kia. Thất vọng quá,negative
"Cấu hình Bphone như này là tiếp tục thất bại rồi, thua cả con Huawei của tôi 3 năm trước. Lạc hậu không thể chấp nhận được",negative
từ khi có BP đến giờ chưa nhìn thấy anh em bạn bè sở hữu.,neutral
BPhone đáng mua hơn nhiều,positive
"Thật không thể tin nổi, B.Phone lại ra mắt, vâng! thật không thể tin nổi.",positive
"Giá hơi cao , mà chỉ có 1 điểm là kháng nước . Liệu có nên đánh đổi. Giờ a71 đang giảm giá . Ko biết lựa chọn nào đây",neutral
"Với giá 9,99tr thì tôi mua được 2 cái với cấu hình còn tốt hơn! Trước đây cạnh tranh với hàng Tq còn thua xa giờ lại thêm đối thủ là Vmart thì cơ hội nào cho Bphone!",neutral
"Pin để lên 5000 mhA, chíp lên 710, ram lên 6GB thì đáng để yêu. (Đó là so sánh về cấu hình). Còn người tiêu dùng lựa chọn thì mình nghĩ Bphone sẽ khó ăn được các đối thủ trên.",neutral
"Samsung A71 có thông số vượt trội hơn, còn BPhone có phần mềm chụp ảnh khá ấn tượng và phiên bản giới hạn.",positive
Khác nhau có cái dung lượng ổ cứng mà được 2 tên sản phẩm! Quá khâm phục sự thông minh của hãng!,positive
Nói nói về thiết kế mặt sau thì BKAV tinh tế hơn nhiều.,positive
"Hơn chống nước cũng như không, vì mấy ai để rơi xuống nước hoặc đi ngoài mưa bao giờ!",neutral
Con Bphone này đẹp quá. Gía cũng ngon hơn mấy con TQ. Camera nhiếp ảnh điện toán nữa.,positive
BP đã thây đổi rất nhiều về CN lần này! Ủng hộ hàng VN! Hy vọng tương lai VN sẽ có một cty công nghệ tầm cỡ!,positive
A71 hoàn toàn áp đảo,positive
"Tôi vẫn đánh giá cao hơn về bphone, ít ra khi chụp hình trong công việc cũng ngon hơn, khỏi lo ngấm nước. Cấu hình chỉ chơi games thôi.",positive
Hãy trải nghiệm và đánh giá sẽ khách quan hơn là ahbp.,neutral
"A71 nó vừa xuống 7.9tr. Mấy cái tính năng chụp ảnh của b86 nhiều người ko cần đến, cái quan tâm là hiệu năng và pin thì em nó lại ko đc như đối thủ.",neutral
Nói tóm lại .chất và cấu hình kém .sam sung .và oppo . Hơn giá cao . hơn cái của nhà .Dùng sam sung cho lành .giẻ .bổ .,negative
"Cùng chạy android thì ram 4g có lẽ ko thể so đc với ram 8g, xem như Bphone thua toàn tập rồi, Bphone mà nâng đc ram lên 6 hay 8g thì có lẽ mọi chuyện đã khác",negative
"IOS Ram 4gb thì còn hợp lý, chứ Android hiện nay mà Ram 4GB thì đa nhiệm cái kiểu gì?",negative
Giá bán so với cấu hình thế này mà thành công số 1 VN về doanh số thì BKAV mau giàu lắm.,neutral
Bê phôn nên bán giá 5 triệu cho dân trải nghiệm để mà yêu sản phẩm Việt nam,neutral
Không đủ tiền để mơ Bphone roài !,neutral
Chiếc điện thoại ai cũng nói về nhưng chưa thấy ai mua,neutral
"cứ tập trung vào camera làm gì, trong khi chip hơi yếu",negative
Hi vọng bphone còn tốt về cam chứ về hầu hết mọi mặt nó thua rồi luôn á,negative
"Dù ai nói ngã nói nghiêng, iPhone vẫn cứ móc tiền người mua... đều đều!",neutral
Nếu về thiết kế cạnh vuông như thế này tôi sẽ quay về với Apple.,neutral
"Đẹp quá, tinh tế quá. Chắc giá cũng .. mắc quá!.",neutral
Đã đợi rất lâu để iphone về với dáng máy này kiểu gì cũng xúc,positive
Iphone 2 mắt 20tr. 3 mắt 30tr. Năm nay 4 mắt thì bét lắm cũng 40tr,neutral
"Chạy theo samsung làm màn hình 120hz làm gì, cứ 20hz thôi cũng mượt mà lắm rồi, ifan sẽ nói thế",neutral
"Tôi sẽ mua Iphone khi bỏ đi tai thỏ. Chất lượng hoàn thiện, độ sướng khi dùng IP vẫn nhất.",positive
Lại sắp tốn tiền,neutral
Chuẩn bị tốn tiền. Bỏ ống heo bây giờ là vừa,neutral
Iphone ra phiên bản 12 rồi mà mình vẫn chưa mua đc phiên bản đầu tiên . hông biết ip ra p bản 20 mình đã mua đc phiên bản cũ nhất chưa nhỉ ?,neutral
Đẹp quá,positive
Nếu bỏ thêm tai thỏ nữa thì tuyệt vời,neutral
"60 Hz là được rồi đỡ tốn pin. Các ông làm sao cho pin trâu hơn tí, sắp xếp cho cái vân tay vào ối người thích!",neutral
Ra đi tui mua iPhone 11 ha ha. Giá giờ cao qua muốn xài iPhone không có tiền.,negative
"Tần số quét cao 120hz nhưng đó chỉ là chỉ số kỹ thuật, ít ai phân biệt được đâu.",neutral
"60hz đã là quá mượt rồi, chưa bao giờ iPhone làm người dùng khó chịu về tính năng và sự trải nghiệm. Có thêm pin thì thêm, ít thôi cũng được, cỡ 1000mah nữa thì ngon :v",positive
"Thêm jack 3,5 thì nhiều người thích hơn đấy",positive
"đi xe vinfast,điện thoại B phone,ăn cơm việt,người việt dùng hàng việt,lấy vợ tây nữa là đẹp",positive
Sẽ rất khó thuyết phục người dùng bỏ 9 triệu ra mua máy,neutral
"Nhất Bphone rồi, làm cái máy 2 triệu bán 9 triệu. Trong khi Apple làm Iphone 400 USD họ bán có 1000 USD.",neutral
Thời đại nào rồi mà vẫn còn pin 3k mah thế này??,negative
Chúc mừng Bphone ra mắt thành công. Những nước đi táo bạo không phải hãng nào cũng dám làm mang đến màu sắc riêng biệt cho B86. Mình sẽ ủng hộ trong tương lai gần.,positive
Giá quá cao. Mình mới vsmart active 3 giá bằng 1/3/con nay.,negative
"Tối qua xem hết lễ ra mắt luôn. Cũng khá ngon, dù sao cũng là hàng Việt đỉnh nhất.",positive
"Cấu hình không cao, viền trên màn hình quá dày, pin chỉ 3000 lại thêm cái giá trên trời.nhìn Vsmart đi. Hít khói đi là vừa",negative
"Đa số bà con không thích cái trán cao của B, tôi nghĩ B nên xem xét vấn đề này.",neutral
Mặt trước giống thời Mi Mix 2 nhỉ?,neutral
"Máy rất đẹp, nhưng với cấu hình cũ và thấp như vậy mà đặt mức giá đó thì bác Quảng cũng nên xem xét lại mức giá.",neutral
Cái cụm camera 1 cục đen xì theo kiểu Iphone 11 pro max lúc mới ra ai cũng chê xấu giống cục than tổ ong mà giờ hãng nào cũng đưa vào sp của mình nhỉ ))),neutral
Giá này thì chết nữa.,negative
Xem máy hoàn thiện tốt. Nhưng xét về cấu hình chỉ ngang con vsmart live bản 4/64. Mà con live chỉ 3tr4. Giá này bphone sẽ khó bán.,negative
"rất đẹp, tuy vẫn còn những bước chập chững đầu tiên nhưng BKAV luôn cho thấy họ luôn nổ lực, phấn đấu, sáng tạo hết mừng vì một Smart Phone mang thương hiệu Việt!",positive
vẫn còn ảo tưởng giá trị,negative
"Giá hơi bị chát, thế này khoa canh cạnh tranh với mấy hãng china rồi, xác định là như trước",negative
Đẹp quá. Chúc Bphone thành công,positive
"Thật không thể tin nổi, lại ế dài rồi...",neutral
"Phải nói chứ B phía sau xấu thật. Làm xấu, mất thẩm mỹ cái điện thoại. Chữ B ấy nên thay bằng các kiểu chữ B cách điệu khác xem có đẹp hơn ko.",negative
Mình sẽ mua một chiếc.,positive
"Ngôn ngữ của Bphone là chụp ảnh khoảnh khắc, nhiếp ảnh điện toán, không phím vật lý, bảo mật, chống chộm và diệt vi rút. Hàm lượng chất xám rất cao.",positive
"Lam ơn thay đổi đi, sao lại làm giống giống nguoi ta vậy. Còn lâu mới bán dc. Quên đi",negative
"Mấy đời Bphone, lần nào cũng là nhất thế giới, lần nào cũng là dẫn đầu xu hướng, và giá lần nào cũng ở trên trời.",negative
Làm theo mẫu của xiaomi mi mix 2S. Nhưng vấn đề là mix 2S trán dưới cao chứ ko phải trán trên cao. Nhìn trán trên cao giống như đang cầm ngược điện thoại vậy! Chán.,negative
"Có 2 camera mà thiết kế cái hình vuông chà bá, xấu lại giá cao. E là bỏ lại vào cặp khoá cất tủ nhé. Không bằng Vsmart.",negative
Sản phẩm này đáng mua nhất của Bkav.,positive
Xấu vô địch !,negative
"Nếu nói các thương hiệu điện thoại việt hiện nay thì Bphone xứng đáng hơn cả, tiềm lực thì không so được Vsmart nhưng Bphone hiện tại cho thấy nhiều giá trị gia tăng do chính đội ngũ của họ phát triển.",negative
"giá này thì để trưng bày thôi, chứ 5tr chưa chắc có ai mua nửa là. hic!",negative
Không hiểu nghĩ sao mà lấy mã vùng của nước sản xuất đặt tên cho điện thoại? Cấu hình so với giá thì không qua được Samsung rồi.,neutral
"Giá từ 3,2 triệu thì mai ra có người dùng. Thương hiệu chưa có tên tuổi mà bán vậy ai mua, trừ khi nhiều tiền muốn trải nghiệm thôi.",neutral
Chất lượng số với giá tiền thì ok. Những hình thức của B có cái trán cao là đã số bà con không thích. Tôi nghĩ B nên bỏ cái trán đi sẽ tốt hơn.,neutral
"Giá này là quá mền rồi, nhưng mình vẫn không thấy ấn tượng. Chưa tìm thấy lí do để mua, có lẽ sẽ mua Vinsmart để ủng hộ hàng Việt vậy.",neutral
Con này mẫu mã đẹp,positive
Mình đang dùng bphone 3 gần 2 năm nay giờ lại thấy thèm bphone 86 rùi,positive
"Thành công cũng được, vật vờ cũng được, nhưng mong Bkav sẽ còn đi đường xa với Bphone để tạo nên nguồn cảm hứng kiên trì, quyết tâm làm ra 1 sản phẩm Việt.",neutral
Sao lại cần làm cái cụm cam to thế kia ở mặt sau khi chỉ có 2 cam nhỉ? Để có thêm không gian đặt chữ AI vào à? Có cần thiết không?,neutral
Hy vọng Bphone mang đến chất lượng tiến gần đến chất lượng IPhone thì bán giá đó mới cạnh tránh được với các điện thoại trong thế giới Smart phone Android,neutral
"Được. Chống nước, chắc chắn, nhưng viền dày không cân đối thế này thà mua tai thỏ.",neutral
Úp máy xuống là tắt tiếng vậy thì khi nằm ngửa vừa xem video thì nó sẽ như thế nào? Ai trải nghiệm rồi trả lời giúp với.,neutral
Chắc chắn sẽ sở hữu 1 em.,positive
"Nhà nghèo không đủ tiền mua Bphone, chắc phải mua Vsmart thôi. Nhìn camera của bphone thấy nó ko ổn bằng Vsmart./.",neutral
Em nhìn cụm Cam em kinh quá! Xấu không thể tin được!,negative
"Hơi thất vọng 1 chút với giá 9tr máy này mà màn ips chip 675 thì k ổn rồi ! K so sánh hàng việt với hàng tq nhưng với giá 9tr mình mua đc con realme x2 pro ! Chip s855+ , ram 8gb , màn 90hz rồi !",negative
"Tất cả đt cuối cùng thiết kế giống ip , k nh thì ít",neutral
nhìn iphone samsung oppo huawei vinsmart..vv. vv.. bão hòa hết cả rồi mà giờ còn đi làm đtdd. chán cái tầm nhìn,negative
Máy này 7tr thì hay,neutral
Chúng ta nên ủng hộ phương châm người Việt nam dùng hàng Việt nam,positive
"Cụm camera làm chiều dọc thôi thì đẹp, cố làm thành hình vuông chi không biết.",neutral
"Đến cái chữ AI cũng dành riêng 1 chỗ, chứ sợ người dùng không biết máy có AI )",neutral
Ai giải thích giúp có 2 cái cam thôi mà làm cái cụm chà bá làm gì vậy?,neutral
Thiết kế của 3-5 năm về trước.,negative
Bphone ? Anh là ai? Anh đang ở đâu?,neutral
"Đang xem mấy hình đầu của máy cũng đẹp kéo xưống hình dưới giật mình khi thấy cụm cam của nó -thất vọng, nó thô và xấu quá.Cấu hình thì cũng tạm chưa thấy đột phá nhiều.",negative
Hình như bk ra điện thoại chỉ để cho ha oai là mình cũng sx được điện thoái chứ ko phải để bán. Với giá đó thì chắc không ít lựa chọn tốt hơn,negative
Quá xấu,negative
Rất ủng hộ nhưn hy vọng phiên bản sau quả pin lớn hơn,positive
Thắc mắc tý là tại sao icon Thời tiết và cài đặt lại giống bên IOS của iphone thế ạ,neutral
"Máy đẹp. Tầm giá tiền này tôi sẽ mua Iphone X,XR like new",positive
Mình thắc mắc là chỉ có 2 camera mà phải làm cụm camera to vậy để làm gì? Phần dư ra bên cạnh rất nhiều chỉ để chữ AI thôi hay còn có ý đồ gì khác?,neutral
Bphone nên học giá của Vsmart.,negative
Giá tầm 6tr đổ lại thì khả năng Bphone còn nhiều người Việt sử dụng. Chứ bán giá cao thế lượng máy bán ra ko đủ chi phí sản xuất. ,neutral
Khi nào có hiệu ứng tẩy chay hàng TQ thì BPhone mới có cơ hội. Không thân lắm với Android,neutral
"Giá chát quá, mềm tí nữa tầm 6tr là ok..",negative
"Mình thấy phía trên của mặt trước chưa thời trang lắm, với hiệu như Bkav giá 9tr thì cao quá. Hy vọng sẽ giảm còn 6,7tr trong vài tháng tới!",negative
Với cấu hình này giá như vậy thì khó cho người tiêu dùng rồi,negative
Anh Quảng làm điện thoại vì đam mê là chính...,neutral
"Hình thức xấu quá, cấu hình kém, thương hiệu chưa có mà giá thì cao không biết đến bao giờ mới hoàn vốn được. ",negative
Nhìn cái trán dô là thấy không ưng rồi ! Khó cạnh tranh lắm,negative
"Tại sao không đẩy Ram lên 6Ghz nhỉ , hay là sắp có bản Plus Ram cao hơn và màn hình lớn hơn ?",negative
Đắt là đắt thế nào so với blackberry của TCL thì rẻ hơn nhé,neutral
"Nếu bạn chỉ quan tâm tới chất lượng sản phẩm, hãy chọn BPHONE, còn xét về giá trị thực và giá trị thương mại, có lẽ BPHONE nên học hỏi thêm VINSMART",neutral
"lúc đầu tưởng Bphone sẽ soán ngôi điện thoại xài chip 730 đắt nhất của A80, ai ngờ 675 luôn mới chịu :D",neutral
"Nam tính quá, camera hơi thô.",negative
Mong là được thấy Bphone bằng mắt thật .,positive
"Chúc Mừng Bphone thế hệ mới sẽ ra mắt thành công. Mong sản phẩm mới vẫn sẽ giữ được chất riêng của Bphone. Thiết kế đẹp, máy mượt, camera tốt️",positive
"Hãy nói ít, ra sản pẩm tốt giá hợp lý. Trước đến giờ không thấy thiện cảm được.",positive
Bphone với tôi nó như một sản phẩm có quan tâm xem nó ra sao chứ chưa bao giờ có ý niệm mua,negative
"Chúc mừng sự thành công của BKAV. Bàn tay Việt, Trí tuệ Việt và Thương hiệu Việt.",positive
Chúc mừng Bphon! Người Việt hãy ủng hộ người Việt vì người Việt.,positive
Chất đến từng đống nữa nè . Chứ không phải chất đến từng đồng đâu.,neutral
Chưa bao giờ có ý định mua Bp,negative
Hồi hộp đợi bphone ra mắt giống như hồi chuẩn bị cưới vợ vậy đóa.,neutral
"Nên đặt là B40, B41, B52, B52S, hoặc DKZ thì hay.",positive
"Chúc mừng, dù tôi cũng chả có ý định dùng Bomphone nếu máy điện thoại có hỏng.",neutral
"Tôi chưa thấy ai dùng Bphone nào, vậy sản xuất bán ở đâu.",neutral
"Đợi ủng hộ phát, đợt này là lần thứ 2 thấy hào hứng chờ Bphone sau lần đầu hụt hẫng",positive
"Trừ lúc vài TGDD vuốt vài cái tôi chưa thấy cái Bphone nào ngoài đời! À tôi khá nhiều bạn nhé, thấy cũng nhiều hãng lắm kể cả Vsmart mà không thấy Bphone!",neutral
Rứa mua ai phồn ấy!!!,neutral
"Điện thoại bphone rất tốt,có thể nói là tốt nhất mà tôi từng nghe,chỉ tiếc là tôi chưa được thấy",positive
"Ủng hộ hàng Việt Nam, nhưng lựa chọn của tôi là Vsmart, vì tôi ko thích bom",positive
"Chờ lâu quá, cũng tới ngày được xem nó ra sao rồi.",neutral
Thật ko thể tin nổi,positive
"Nút cảm ứng, bấm sẽ tạo tín hiệu điện như nút cơ. Phẳng sẽ khó định vị, ví dụ mò trong túi quần tắt chuông là bó tay rồi..",negative
"Giá bán dưới 11 triệu là nhiều người chơi được đó, hy vọng người Việt dùng hàng Việt nhưng chất lượng tất nhiên phải xứng tầm. Trước mắt cứ chúc mừng BKAV đã.",positive
Nghe danh đã đã lâu mà chưa một lần nhìn thấy hay được cầm nắm thử xem nó như thế nào.,neutral
"Bớt ảo tưởng giá và chất lượng đi thì có đất sống. Tôi sợ ô nổ cái thời con Bphone 1 quá cơ...nào là hạng sang cao cấp, nào là cạnh tranh iphone. Nực cười",negative
B40 là đầu chíp Snapdragon Đầu 4.b60 là đầu chíp Snapdragon Đầu 6 .b86 là đầu chíp 865... cũng khó hiểu sao không có đầu 710.....ai hiểu công nghệ trả lời giùm....?,neutral
"kaka định mua se 2020, đợi ip12 ra vậy! Tay mình nhỏ không thích cái to quá",neutral
